RunId,iteration,Step,height,width,hex,init0,init1,init2,inv0,inv1,inv2,increase_rate,color_map,0,1,2,$n_r$,$n_s$,$n_p$
0,0,64,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",195378,54041,581,0.781512,0.216164,0.002324
0,0,65,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",196927,52486,587,0.787708,0.209944,0.002348
0,0,66,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",198456,50955,589,0.793824,0.20382,0.002356
0,0,67,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",199991,49425,584,0.799964,0.1977,0.002336
0,0,68,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",201368,48045,587,0.805472,0.19218,0.002348
0,0,69,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",202775,46619,606,0.8111,0.186476,0.002424
0,0,70,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",204052,45339,609,0.816208,0.181356,0.002436
0,0,71,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",205314,44070,616,0.821256,0.17628,0.002464
0,0,72,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",206661,42707,632,0.826644,0.170828,0.002528
0,0,73,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",207959,41401,640,0.831836,0.165604,0.00256
0,0,74,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",209247,40113,640,0.836988,0.160452,0.00256
0,0,75,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",210451,38902,647,0.841804,0.155608,0.002588
0,0,76,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",211639,37696,665,0.846556,0.150784,0.00266
0,0,77,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",212808,36533,659,0.851232,0.146132,0.002636
0,0,78,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",213968,35369,663,0.855872,0.141476,0.002652
0,0,79,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",215058,34285,657,0.860232,0.13714,0.002628
0,0,80,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",216132,33213,655,0.864528,0.132852,0.00262
0,0,81,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",217234,32121,645,0.868936,0.128484,0.00258
0,0,82,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",218298,31060,642,0.873192,0.12424,0.002568
0,0,83,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",219279,30075,646,0.877116,0.1203,0.002584
0,0,84,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",220221,29135,644,0.880884,0.11654,0.002576
0,0,85,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",221164,28184,652,0.884656,0.112736,0.002608
0,0,86,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",222070,27260,670,0.88828,0.10904,0.00268
0,0,87,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",222861,26455,684,0.891444,0.10582,0.002736
0,0,88,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",223662,25647,691,0.894648,0.102588,0.002764
0,0,89,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",224462,24818,720,0.897848,0.099272,0.00288
0,0,90,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",225253,24002,745,0.901012,0.096008,0.00298
0,0,91,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",226021,23225,754,0.904084,0.0929,0.003016
0,0,92,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",226738,22495,767,0.906952,0.08998,0.003068
0,0,93,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",227390,21842,768,0.90956,0.087368,0.003072
0,0,94,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",228030,21182,788,0.91212,0.084728,0.003152
0,0,95,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",228667,20555,778,0.914668,0.08222,0.003112
0,0,96,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",229380,19846,774,0.91752,0.079384,0.003096
0,0,97,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",229975,19236,789,0.9199,0.076944,0.003156
0,0,98,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",230561,18624,815,0.922244,0.074496,0.00326
0,0,99,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",231141,18036,823,0.924564,0.072144,0.003292
0,0,100,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",231653,17504,843,0.926612,0.070016,0.003372
0,0,101,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",232146,17005,849,0.928584,0.06802,0.003396
0,0,102,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",232642,16497,861,0.930568,0.065988,0.003444
0,0,103,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",233104,15996,900,0.932416,0.063984,0.0036
0,0,104,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",233570,15501,929,0.93428,0.062004,0.003716
